Year,Month,Tariff,Quantity,UNIT
2014,June,Agriculture Pumping,26.112556,GWh
2014,June,Temporary,120.1672,GWh
2014,June,Stand By Rate,8.22072,GWh
2014,June,Interruptible Rate,145.192345,GWh
2014,June,Free of Charge,205.723338,GWh
2014,June,Direct Customer,150.565284,GWh
2014,July,Residential (< 150),741.683261,GWh
2014,July,Residential (> 150),2754.388865,GWh
2014,July,Small  General,1648.531108,GWh
2014,July,Medium  General,2416.636664,GWh
2014,July,Large General,5971.911086,GWh
2014,July,Specific  Business,482.990234,GWh
2014,July,Government & Nonprofit,13.52992,GWh
2014,July,Agriculture Pumping,32.391079,GWh
2014,July,Temporary,120.350736,GWh
2014,July,Stand By Rate,16.95558,GWh
2014,July,Interruptible Rate,148.276927,GWh
2014,July,Free of Charge,217.047198,GWh
2014,July,Direct Customer,134.673845,GWh
2014,August,Residential (< 150),699.552332,GWh
2014,August,Residential (> 150),2679.757216,GWh
2014,August,Small  General,1625.188872,GWh
2014,August,Medium  General,2422.224732,GWh
2014,August,Large General,5978.321297,GWh
2014,August,Specific  Business,488.313543,GWh
2014,August,Government & Nonprofit,13.221418,GWh
2014,August,Agriculture Pumping,25.373781,GWh
2014,August,Temporary,122.882318,GWh
2014,August,Stand By Rate,20.3204,GWh
2014,August,Interruptible Rate,145.620945,GWh
2014,August,Free of Charge,225.434785,GWh
2014,August,Direct Customer,161.917642,GWh
2014,September,Residential (< 150),670.899347,GWh
2014,September,Residential (> 150),2566.880383,GWh
2014,September,Small  General,1601.780363,GWh
2014,September,Medium  General,2414.883544,GWh
2014,September,Large General,5915.227569,GWh
2014,September,Specific  Business,459.331135,GWh
2014,September,Government & Nonprofit,12.713768,GWh
2014,September,Agriculture Pumping,20.23449,GWh
2014,September,Temporary,119.932875,GWh
2014,September,Stand By Rate,18.27895,GWh
2014,September,Interruptible Rate,141.928455,GWh
2014,September,Free of Charge,201.208357,GWh
2014,September,Direct Customer,140.124822,GWh
2014,October,Residential (< 150),696.842711,GWh
2014,October,Residential (> 150),2605.845597,GWh
2014,October,Small  General,1587.59349,GWh
2014,October,Medium  General,2390.40351,GWh
2014,October,Large General,6005.456106,GWh
2014,October,Specific  Business,471.603205,GWh
2014,October,Government & Nonprofit,12.827206,GWh
2014,October,Agriculture Pumping,29.158787,GWh
2014,October,Temporary,120.773611,GWh
2014,October,Stand By Rate,9.19905,GWh
2014,October,Interruptible Rate,141.162164,GWh
2014,October,Free of Charge,227.459769,GWh
2014,October,Direct Customer,139.225371,GWh
2014,November,Residential (< 150),666.30546,GWh
2014,November,Residential (> 150),2516.312007,GWh
2014,November,Small  General,1560.763205,GWh
2014,November,Medium  General,2372.819705,GWh
2014,November,Large General,5875.717119,GWh
2014,November,Specific  Business,472.95291,GWh
2014,November,Government & Nonprofit,12.875289,GWh
2014,November,Agriculture Pumping,15.16438,GWh
2014,November,Temporary,117.534142,GWh
2014,November,Stand By Rate,10.58134,GWh
2014,November,Interruptible Rate,146.034909,GWh
2014,November,Free of Charge,231.68,GWh
2014,November,Direct Customer,143.490917,GWh
2014,December,Residential (< 150),649.840354,GWh
2014,December,Residential (> 150),2331.370539,GWh
2014,December,Small  General,1488.738366,GWh
2014,December,Medium  General,2195.346513,GWh
2014,December,Large General,5473.357668,GWh
2014,December,Specific  Business,452.758871,GWh
2014,December,Government & Nonprofit,12.225502,GWh
2014,December,Agriculture Pumping,22.004744,GWh
2014,December,Temporary,113.437888,GWh
2014,December,Stand By Rate,5.28669,GWh
2014,December,Interruptible Rate,149.704764,GWh
2014,December,Free of Charge,232.705411,GWh
2014,December,Direct Customer,143.072546,GWh
2015,January,Residential (< 150),609.835812,GWh
2015,January,Residential (> 150),2066.228485,GWh
2015,January,Small  General,1365.371145,GWh
2015,January,Medium  General,2082.293844,GWh
2015,January,Large General,5475.319543,GWh
2015,January,Specific  Business,430.928465,GWh
2015,January,Government & Nonprofit,11.117673,GWh
2015,January,Agriculture Pumping,29.606737,GWh
2015,January,Temporary,103.377053,GWh
2015,January,Stand By Rate,41.41593,GWh
2015,January,Interruptible Rate,157.236127,GWh
2015,January,Free of Charge,227.593812,GWh
2015,January,Direct Customer,145.348848,GWh
2015,February,Residential (< 150),583.685892,GWh
2015,February,Residential (> 150),2097.802409,GWh
2015,February,Small  General,1383.366886,GWh
2015,February,Medium  General,2122.035563,GWh
2015,February,Large General,5412.93728,GWh
2015,February,Specific  Business,435.265133,GWh
2015,February,Government & Nonprofit,11.588567,GWh
2015,February,Agriculture Pumping,32.745523,GWh
2015,February,Temporary,103.763688,GWh
2015,February,Stand By Rate,16.64048,GWh
2015,February,Interruptible Rate,154.852564,GWh
2015,February,Free of Charge,207.433607,GWh
2015,February,Direct Customer,126.900593,GWh
2015,March,Residential (< 150),795.279505,GWh
2015,March,Residential (> 150),2682.524956,GWh
2015,March,Small  General,1669.819274,GWh
2015,March,Medium  General,2522.001293,GWh
2015,March,Large General,6191.593801,GWh
2015,March,Specific  Business,538.598462,GWh
2015,March,Government & Nonprofit,11.883542,GWh
2015,March,Agriculture Pumping,37.272705,GWh
2015,March,Temporary,120.058657,GWh
2015,March,Stand By Rate,3.5852,GWh
2015,March,Interruptible Rate,172.356,GWh
2015,March,Free of Charge,244.857418,GWh
2015,March,Direct Customer,159.135686,GWh
2015,April,Residential (< 150),823.63664,GWh
2015,April,Residential (> 150),2785.928676,GWh
2015,April,Small  General,1656.259034,GWh
2015,April,Medium  General,2289.495814,GWh
2015,April,Large General,5477.097779,GWh
2015,April,Specific  Business,523.315251,GWh
2015,April,Government & Nonprofit,17.757686,GWh
2015,April,Agriculture Pumping,33.291253,GWh
2015,April,Temporary,113.97847,GWh
2015,April,Stand By Rate,3.812213,GWh
2015,April,Interruptible Rate,148.218327,GWh
2015,April,Free of Charge,220.668405,GWh
2015,April,Direct Customer,162.382602,GWh
2015,May,Residential (< 150),895.406386,GWh
2015,May,Residential (> 150),3087.852311,GWh
2015,May,Small  General,1811.358758,GWh
2015,May,Medium  General,2618.890605,GWh
2015,May,Large General,6172.677183,GWh
2015,May,Specific  Business,557.191538,GWh
2015,May,Government & Nonprofit,16.614656,GWh
2015,May,Agriculture Pumping,31.559815,GWh
2015,May,Temporary,123.751853,GWh
2015,May,Stand By Rate,7.213175,GWh
2015,May,Interruptible Rate,163.187091,GWh
2015,May,Free of Charge,224.701732,GWh
2015,May,Direct Customer,171.514539,GWh
2015,June,Residential (< 150),789.501859,GWh
2015,June,Residential (> 150),3075.623804,GWh
2015,June,Small  General,1788.67298,GWh
2015,June,Medium  General,2531.985115,GWh
2015,June,Large General,5982.070734,GWh
2015,June,Specific  Business,504.920732,GWh
2015,June,Government & Nonprofit,15.739533,GWh
2015,June,Agriculture Pumping,41.936042,GWh
2015,June,Temporary,122.09436,GWh
2015,June,Stand By Rate,3.75141,GWh
2015,June,Interruptible Rate,156.515927,GWh
2015,June,Free of Charge,220.073089,GWh
2015,June,Direct Customer,157.37127,GWh
2015,July,Residential (< 150),759.376083,GWh
2015,July,Residential (> 150),2966.790557,GWh
2015,July,Small  General,1758.373346,GWh
2015,July,Medium  General,2547.29813,GWh
2015,July,Large General,6000.882689,GWh
2015,July,Specific  Business,523.794568,GWh
2015,July,Government & Nonprofit,16.175887,GWh
2015,July,Agriculture Pumping,44.625343,GWh
2015,July,Temporary,121.530751,GWh
2015,July,Stand By Rate,3.93812,GWh
2015,July,Interruptible Rate,160.307018,GWh
2015,July,Free of Charge,227.47034,GWh
2015,July,Direct Customer,148.946236,GWh
2015,August,Residential (< 150),688.605657,GWh
2015,August,Residential (> 150),2862.748265,GWh
2015,August,Small  General,1688.792878,GWh
2015,August,Medium  General,2472.888684,GWh
2015,August,Large General,5908.558037,GWh
2015,August,Specific  Business,518.19094,GWh
2015,August,Government & Nonprofit,15.57708,GWh
2015,August,Agriculture Pumping,31.266962,GWh
2015,August,Temporary,120.513561,GWh
2015,August,Stand By Rate,5.22519,GWh
2015,August,Interruptible Rate,165.883418,GWh
2015,August,Free of Charge,231.677447,GWh
2015,August,Direct Customer,152.850792,GWh
2015,September,Residential (< 150),678.369669,GWh
2015,September,Residential (> 150),2790.424268,GWh
2015,September,Small  General,1693.317904,GWh
2015,September,Medium  General,2450.497248,GWh
2015,September,Large General,5941.739687,GWh
2015,September,Specific  Business,477.995145,GWh
2015,September,Government & Nonprofit,15.398509,GWh
2015,September,Agriculture Pumping,33.136769,GWh
2015,September,Temporary,116.990277,GWh
2015,September,Stand By Rate,15.387665,GWh
2015,September,Interruptible Rate,163.056764,GWh
2015,September,Free of Charge,218.549192,GWh
2015,September,Direct Customer,146.883076,GWh
2015,October,Residential (< 150),692.246208,GWh
2015,October,Residential (> 150),2765.05516,GWh
2015,October,Small  General,1650.396703,GWh
2015,October,Medium  General,2445.086435,GWh
2015,October,Large General,6066.811163,GWh
2015,October,Specific  Business,491.849379,GWh
2015,October,Government & Nonprofit,15.459558,GWh
2015,October,Agriculture Pumping,28.993362,GWh
2015,October,Temporary,120.11151,GWh
2015,October,Stand By Rate,29.687436,GWh
2015,October,Interruptible Rate,171.622509,GWh
2015,October,Free of Charge,238.237461,GWh
2015,October,Direct Customer,149.453811,GWh
2015,November,Residential (< 150),677.12701,GWh
2015,November,Residential (> 150),2776.595753,GWh
2015,November,Small  General,1665.214151,GWh
2015,November,Medium  General,2470.623475,GWh
2015,November,Large General,5907.867584,GWh
2015,November,Specific  Business,500.145138,GWh
2015,November,Government & Nonprofit,15.850442,GWh
2015,November,Agriculture Pumping,22.026521,GWh
2015,November,Temporary,117.421369,GWh
2015,November,Stand By Rate,24.098481,GWh
2015,November,Interruptible Rate,158.6804,GWh
2015,November,Free of Charge,235.405795,GWh
2015,November,Direct Customer,142.645205,GWh
2015,December,Residential (< 150),662.848844,GWh
2015,December,Residential (> 150),2672.359579,GWh
2015,December,Small  General,1636.619727,GWh
2015,December,Medium  General,2360.829395,GWh
2015,December,Large General,5681.07589,GWh
2015,December,Specific  Business,501.815928,GWh
2015,December,Government & Nonprofit,15.832129,GWh
2015,December,Agriculture Pumping,20.217396,GWh
2015,December,Temporary,117.808624,GWh
2015,December,Stand By Rate,17.391131,GWh
2015,December,Interruptible Rate,173.464418,GWh
2015,December,Free of Charge,246.730113,GWh
2015,December,Direct Customer,151.699061,GWh
2016,January,Residential (< 150),657.714822,GWh
2016,January,Residential (> 150),2555.769497,GWh
2016,January,Small  General,1576.431773,GWh
2016,January,Medium  General,2263.534881,GWh
2016,January,Large General,5744.410718,GWh
2016,January,Specific  Business,501.600996,GWh
2016,January,Government & Nonprofit,13.938818,GWh
2016,January,Agriculture Pumping,24.206988,GWh
2016,January,Temporary,112.250077,GWh
2016,January,Stand By Rate,4.652426,GWh
2016,January,Interruptible Rate,177.616,GWh
2016,January,Free of Charge,248.234628,GWh
2016,January,Direct Customer,164.635351,GWh
2016,February,Residential (< 150),593.680701,GWh
2016,February,Residential (> 150),2333.348769,GWh
2016,February,Small  General,1475.698964,GWh
2016,February,Medium  General,2205.167862,GWh
2016,February,Large General,5651.989784,GWh
2016,February,Specific  Business,473.993191,GWh
2016,February,Government & Nonprofit,13.989151,GWh
2016,February,Agriculture Pumping,25.204058,GWh
2016,February,Temporary,108.6413,GWh
2016,February,Stand By Rate,7.9676,GWh
2016,February,Interruptible Rate,166.965091,GWh
2016,February,Free of Charge,232.076275,GWh
2016,February,Direct Customer,139.901987,GWh
2016,March,Residential (< 150),748.665855,GWh
2016,March,Residential (> 150),2922.648277,GWh
2016,March,Small  General,1754.393487,GWh
2016,March,Medium  General,2593.372216,GWh
2016,March,Large General,6453.022566,GWh
2016,March,Specific  Business,575.672177,GWh
2016,March,Government & Nonprofit,16.781206,GWh
2016,March,Agriculture Pumping,30.432717,GWh
2016,March,Temporary,120.639262,GWh
2016,March,Stand By Rate,8.82288,GWh
2016,March,Interruptible Rate,179.496927,GWh
2016,March,Free of Charge,246.4704,GWh
2016,March,Direct Customer,159.474,GWh
2016,April,Residential (< 150),859.758134,GWh
2016,April,Residential (> 150),3335.09408,GWh
2016,April,Small  General,1840.715497,GWh
2016,April,Medium  General,2447.199924,GWh
2016,April,Large General,5834.996551,GWh
2016,April,Specific  Business,597.696653,GWh
2016,April,Government & Nonprofit,17.106376,GWh
2016,April,Agriculture Pumping,27.348097,GWh
2016,April,Temporary,115.605876,GWh
2016,April,Stand By Rate,9.896429,GWh
2016,April,Interruptible Rate,159.851691,GWh
2016,April,Free of Charge,235.372954,GWh
2016,April,Direct Customer,147.932103,GWh
2016,May,Residential (< 150),927.456286,GWh
2016,May,Residential (> 150),3643.98259,GWh
2016,May,Small  General,1987.473044,GWh
2016,May,Medium  General,2687.583891,GWh
2016,May,Large General,6422.074362,GWh
2016,May,Specific  Business,602.61041,GWh
2016,May,Government & Nonprofit,18.229254,GWh
2016,May,Agriculture Pumping,17.941611,GWh
2016,May,Temporary,126.128025,GWh
2016,May,Stand By Rate,14.34429,GWh
2016,May,Interruptible Rate,173.634182,GWh
2016,May,Free of Charge,240.87311,GWh
2016,May,Direct Customer,163.732227,GWh
2016,June,Residential (< 150),755.178801,GWh
2016,June,Residential (> 150),3118.646327,GWh
2016,June,Small  General,1800.035698,GWh
2016,June,Medium  General,2553.565994,GWh
2016,June,Large General,6171.56531,GWh
2016,June,Specific  Business,508.573712,GWh
2016,June,Government & Nonprofit,17.489433,GWh
2016,June,Agriculture Pumping,16.39691,GWh
2016,June,Temporary,118.93057,GWh
2016,June,Stand By Rate,3.0613,GWh
2016,June,Interruptible Rate,157.504164,GWh
2016,June,Free of Charge,240.107565,GWh
2016,June,Direct Customer,148.600323,GWh
2016,July,Residential (< 150),705.329563,GWh
2016,July,Residential (> 150),2999.511532,GWh
2016,July,Small  General,1742.916972,GWh
2016,July,Medium  General,2498.211618,GWh
2016,July,Large General,6135.488166,GWh
2016,July,Specific  Business,535.65172,GWh
2016,July,Government & Nonprofit,17.542573,GWh
2016,July,Agriculture Pumping,21.733931,GWh
2016,July,Temporary,114.980842,GWh
2016,July,Stand By Rate,4.2411,GWh
2016,July,Interruptible Rate,162.910527,GWh
2016,July,Free of Charge,243.426258,GWh
2016,July,Direct Customer,145.721464,GWh
2016,August,Residential (< 150),693.741006,GWh
2016,August,Residential (> 150),3141.600121,GWh
2016,August,Small  General,1790.833611,GWh
2016,August,Medium  General,2582.260697,GWh
2016,August,Large General,6306.559901,GWh
2016,August,Specific  Business,549.423972,GWh
2016,August,Government & Nonprofit,18.353215,GWh
2016,August,Agriculture Pumping,33.705855,GWh
2016,August,Temporary,118.358689,GWh
2016,August,Stand By Rate,22.61318,GWh
2016,August,Interruptible Rate,166.425673,GWh
2016,August,Free of Charge,251.010226,GWh
2016,August,Direct Customer,144.432674,GWh
2016,September,Residential (< 150),673.365368,GWh
2016,September,Residential (> 150),2975.983816,GWh
2016,September,Small  General,1748.976591,GWh
2016,September,Medium  General,2515.664019,GWh
2016,September,Large General,6252.999169,GWh
2016,September,Specific  Business,499.518804,GWh
2016,September,Government & Nonprofit,17.416982,GWh
2016,September,Agriculture Pumping,19.569939,GWh
2016,September,Temporary,117.776141,GWh
2016,September,Stand By Rate,21.16165,GWh
2016,September,Interruptible Rate,158.171382,GWh
2016,September,Free of Charge,251.37947,GWh
2016,September,Direct Customer,132.172874,GWh
2016,October,Residential (< 150),686.300392,GWh
2016,October,Residential (> 150),2943.101397,GWh
2016,October,Small  General,1718.326954,GWh
2016,October,Medium  General,2509.637461,GWh
2016,October,Large General,6356.621883,GWh
2016,October,Specific  Business,504.255822,GWh
2016,October,Government & Nonprofit,17.473033,GWh
2016,October,Agriculture Pumping,14.866064,GWh
2016,October,Temporary,123.924305,GWh
2016,October,Stand By Rate,19.80128,GWh
2016,October,Interruptible Rate,168.809182,GWh
2016,October,Free of Charge,257.369942,GWh
2016,October,Direct Customer,146.599516,GWh
2016,November,Residential (< 150),626.752678,GWh
2016,November,Residential (> 150),2794.628764,GWh
2016,November,Small  General,1666.683971,GWh
2016,November,Medium  General,2476.184862,GWh
2016,November,Large General,6249.176887,GWh
2016,November,Specific  Business,495.332606,GWh
2016,November,Government & Nonprofit,17.020393,GWh
2016,November,Agriculture Pumping,10.547242,GWh
2016,November,Temporary,113.65894,GWh
2016,November,Stand By Rate,8.35289,GWh
2016,November,Interruptible Rate,159.613109,GWh
2016,November,Free of Charge,251.80602,GWh
2016,November,Direct Customer,136.70435,GWh
2016,December,Residential (< 150),626.933421,GWh
2016,December,Residential (> 150),2613.15853,GWh
2016,December,Small  General,1604.387627,GWh
2016,December,Medium  General,2312.553238,GWh
2016,December,Large General,5919.658595,GWh
2016,December,Specific  Business,482.392318,GWh
2016,December,Government & Nonprofit,15.844236,GWh
2016,December,Agriculture Pumping,25.369886,GWh
2016,December,Temporary,113.34786,GWh
2016,December,Stand By Rate,13.088125,GWh
2016,December,Interruptible Rate,170.223164,GWh
2016,December,Free of Charge,264.528536,GWh
2016,December,Direct Customer,133.448075,GWh
2017,January,Residential (< 150),648.051639,GWh
2017,January,Residential (> 150),2596.41434,GWh
2017,January,Small  General,1582.072699,GWh
2017,January,Medium  General,2258.482038,GWh
2017,January,Large General,5884.359951,GWh
2017,January,Specific  Business,491.787485,GWh
2017,January,Government & Nonprofit,15.838842,GWh
2017,January,Agriculture Pumping,41.873083,GWh
2017,January,Temporary,108.177939,GWh
2017,January,Stand By Rate,1.51466,GWh
2017,January,Interruptible Rate,176.001036,GWh
2017,January,Free of Charge,268.225619,GWh
2017,January,Direct Customer,129.862077,GWh
2017,February,Residential (< 150),596.118708,GWh
2017,February,Residential (> 150),2428.593955,GWh
2017,February,Small  General,1514.153148,GWh
2017,February,Medium  General,2222.056088,GWh
2017,February,Large General,5761.337882,GWh
2017,February,Specific  Business,474.158464,GWh
2017,February,Government & Nonprofit,14.723367,GWh
2017,February,Agriculture Pumping,51.976331,GWh
2017,February,Temporary,104.997966,GWh
2017,February,Stand By Rate,2.647159,GWh
2017,February,Interruptible Rate,171.086327,GWh
2017,February,Free of Charge,241.524892,GWh
2017,February,Direct Customer,130.068809,GWh
2017,March,Residential (< 150),770.09097,GWh
2017,March,Residential (> 150),3027.264104,GWh
2017,March,Small  General,1799.454402,GWh
2017,March,Medium  General,2656.500012,GWh
2017,March,Large General,6668.845741,GWh
2017,March,Specific  Business,576.20166,GWh
2017,March,Government & Nonprofit,17.931495,GWh
2017,March,Agriculture Pumping,55.287921,GWh
2017,March,Temporary,122.145989,GWh
2017,March,Stand By Rate,4.09801,GWh
2017,March,Interruptible Rate,176.5154,GWh
2017,March,Free of Charge,262.639535,GWh
2017,March,Direct Customer,153.107541,GWh
2017,April,Residential (< 150),816.551141,GWh
2017,April,Residential (> 150),3187.678887,GWh
2017,April,Small  General,1781.308378,GWh
2017,April,Medium  General,2384.60491,GWh
2017,April,Large General,5842.244802,GWh
2017,April,Specific  Business,564.529657,GWh
2017,April,Government & Nonprofit,17.329059,GWh
2017,April,Agriculture Pumping,36.752414,GWh
2017,April,Temporary,114.652495,GWh
2017,April,Stand By Rate,6.595339,GWh
2017,April,Interruptible Rate,167.742727,GWh
2017,April,Free of Charge,255.42546,GWh
2017,April,Direct Customer,148.936467,GWh
2017,May,Residential (< 150),865.721238,GWh
2017,May,Residential (> 150),3344.708397,GWh
2017,May,Small  General,1888.161917,GWh
2017,May,Medium  General,2654.624597,GWh
2017,May,Large General,6503.706157,GWh
2017,May,Specific  Business,563.994644,GWh
2017,May,Government & Nonprofit,18.234445,GWh
2017,May,Agriculture Pumping,19.562186,GWh
2017,May,Temporary,126.55327,GWh
2017,May,Stand By Rate,18.570725,GWh
2017,May,Interruptible Rate,173.345509,GWh
2017,May,Free of Charge,259.481303,GWh
2017,May,Direct Customer,131.212567,GWh
2017,June,Residential (< 150),744.278145,GWh
2017,June,Residential (> 150),3163.978305,GWh
2017,June,Small  General,1828.074063,GWh
2017,June,Medium  General,2612.272013,GWh
2017,June,Large General,6328.061594,GWh
2017,June,Specific  Business,527.366904,GWh
2017,June,Government & Nonprofit,17.603243,GWh
2017,June,Agriculture Pumping,12.452496,GWh
2017,June,Temporary,115.926886,GWh
2017,June,Stand By Rate,5.808052,GWh
2017,June,Interruptible Rate,156.667873,GWh
2017,June,Free of Charge,255.633329,GWh
2017,June,Direct Customer,129.239838,GWh
2017,July,Residential (< 150),717.716923,GWh
2017,July,Residential (> 150),3125.691223,GWh
2017,July,Small  General,1802.496332,GWh
2017,July,Medium  General,2535.200717,GWh
2017,July,Large General,6354.311091,GWh
2017,July,Specific  Business,539.808766,GWh
2017,July,Government & Nonprofit,17.150325,GWh
2017,July,Agriculture Pumping,18.648789,GWh
2017,July,Temporary,115.086719,GWh
2017,July,Stand By Rate,5.12667,GWh
2017,July,Interruptible Rate,150.7672,GWh
2017,July,Free of Charge,262.993503,GWh
2017,July,Direct Customer,129.777399,GWh
2017,August,Residential (< 150),702.33838,GWh
2017,August,Residential (> 150),3243.757884,GWh
2017,August,Small  General,1854.597938,GWh
2017,August,Medium  General,2663.740997,GWh
2017,August,Large General,6579.058767,GWh
2017,August,Specific  Business,558.669154,GWh
2017,August,Government & Nonprofit,16.497427,GWh
2017,August,Agriculture Pumping,14.342215,GWh
2017,August,Temporary,119.069976,GWh
2017,August,Stand By Rate,6.194934,GWh
2017,August,Interruptible Rate,163.717491,GWh
2017,August,Free of Charge,266.131306,GWh
2017,August,Direct Customer,124.746915,GWh
2017,September,Residential (< 150),688.64533,GWh
2017,September,Residential (> 150),3162.851836,GWh
2017,September,Small  General,1833.118711,GWh
2017,September,Medium  General,2628.951571,GWh
2017,September,Large General,6524.175546,GWh
2017,September,Specific  Business,528.421442,GWh
2017,September,Government & Nonprofit,15.78229,GWh
2017,September,Agriculture Pumping,9.382632,GWh
2017,September,Temporary,118.593476,GWh
2017,September,Stand By Rate,4.85714,GWh
2017,September,Interruptible Rate,161.9272,GWh
2017,September,Free of Charge,250.733814,GWh
2017,September,Direct Customer,113.6273,GWh
2017,October,Residential (< 150),692.52898,GWh
2017,October,Residential (> 150),3071.29424,GWh
2017,October,Small  General,1767.647694,GWh
2017,October,Medium  General,2471.724892,GWh
2017,October,Large General,6358.320727,GWh
2017,October,Specific  Business,523.804716,GWh
2017,October,Government & Nonprofit,15.317558,GWh
2017,October,Agriculture Pumping,5.756718,GWh
2017,October,Temporary,115.157069,GWh
2017,October,Stand By Rate,11.4545,GWh
2017,October,Interruptible Rate,135.718945,GWh
2017,October,Free of Charge,270.682423,GWh
2017,October,Direct Customer,110.549969,GWh
2017,November,Residential (< 150),626.638901,GWh
2017,November,Residential (> 150),2832.509507,GWh
2017,November,Small  General,1676.038288,GWh
2017,November,Medium  General,2473.934921,GWh
2017,November,Large General,6320.829195,GWh
2017,November,Specific  Business,501.338288,GWh
2017,November,Government & Nonprofit,16.385422,GWh
2017,November,Agriculture Pumping,8.453552,GWh
2017,November,Temporary,110.704748,GWh
2017,November,Stand By Rate,9.4634,GWh
2017,November,Interruptible Rate,145.048473,GWh
2017,November,Free of Charge,267.721243,GWh
2017,November,Direct Customer,98.125217,GWh
2017,December,Residential (< 150),622.799502,GWh
2017,December,Residential (> 150),2697.736042,GWh
2017,December,Small  General,1635.112136,GWh
2017,December,Medium  General,2291.374418,GWh
2017,December,Large General,5947.225262,GWh
2017,December,Specific  Business,489.074612,GWh
2017,December,Government & Nonprofit,15.04815,GWh
2017,December,Agriculture Pumping,23.745279,GWh
2017,December,Temporary,109.588649,GWh
2017,December,Stand By Rate,3.34592,GWh
2017,December,Interruptible Rate,146.627618,GWh
2017,December,Free of Charge,273.593094,GWh
2017,December,Direct Customer,107.148943,GWh
2018,January,Residential (< 150),607.679377,GWh
2018,January,Residential (> 150),2493.081046,GWh
2018,January,Small  General,1559.452103,GWh
2018,January,Medium  General,2332.33499,GWh
2018,January,Large General,6112.452646,GWh
2018,January,Specific  Business,510.475719,GWh
2018,January,Government & Nonprofit,15.542849,GWh
2018,January,Agriculture Pumping,41.316916,GWh
2018,January,Temporary,101.674994,GWh
2018,January,Stand By Rate,6.76024,GWh
2018,January,Interruptible Rate,142.721909,GWh
2018,January,Free of Charge,280.572055,GWh
2018,January,Direct Customer,125.884036,GWh
2018,February,Residential (< 150),599.565873,GWh
2018,February,Residential (> 150),2531.512317,GWh
2018,February,Small  General,1555.771856,GWh
2018,February,Medium  General,2252.098508,GWh
2018,February,Large General,5784.200969,GWh
2018,February,Specific  Business,490.903772,GWh
2018,February,Government & Nonprofit,14.816775,GWh
2018,February,Agriculture Pumping,47.916173,GWh
2018,February,Temporary,103.585693,GWh
2018,February,Stand By Rate,8.97304,GWh
2018,February,Interruptible Rate,128.449012,GWh
2018,February,Free of Charge,253.165191,GWh
2018,February,Direct Customer,126.168944,GWh
2018,March,Residential (< 150),766.811127,GWh
2018,March,Residential (> 150),3079.456984,GWh
2018,March,Small  General,1822.31352,GWh
2018,March,Medium  General,2679.864413,GWh
2018,March,Large General,6651.867156,GWh
2018,March,Specific  Business,597.264096,GWh
2018,March,Government & Nonprofit,17.667052,GWh
2018,March,Agriculture Pumping,48.663441,GWh
2018,March,Temporary,117.826329,GWh
2018,March,Stand By Rate,7.17372,GWh
2018,March,Interruptible Rate,174.388036,GWh
2018,March,Free of Charge,273.977773,GWh
2018,March,Direct Customer,133.4783,GWh
2018,April,Residential (< 150),799.409539,GWh
2018,April,Residential (> 150),3176.554665,GWh
2018,April,Small  General,1786.19789,GWh
2018,April,Medium  General,2399.740071,GWh
2018,April,Large General,5823.254583,GWh
2018,April,Specific  Business,565.02624,GWh
2018,April,Government & Nonprofit,16.359103,GWh
2018,April,Agriculture Pumping,31.37815,GWh
2018,April,Temporary,109.076335,GWh
2018,April,Stand By Rate,4.13412,GWh
2018,April,Interruptible Rate,180.073818,GWh
2018,April,Free of Charge,262.359474,GWh
2018,April,Direct Customer,121.242303,GWh
2018,May,Residential (< 150),844.431826,GWh
2018,May,Residential (> 150),3322.348876,GWh
2018,May,Small  General,1891.61849,GWh
2018,May,Medium  General,2682.194708,GWh
2018,May,Large General,6501.762175,GWh
2018,May,Specific  Business,560.005403,GWh
2018,May,Government & Nonprofit,17.422727,GWh
2018,May,Agriculture Pumping,18.255057,GWh
2018,May,Temporary,118.201473,GWh
2018,May,Stand By Rate,6.18848,GWh
2018,May,Interruptible Rate,172.566327,GWh
2018,May,Free of Charge,267.796029,GWh
2018,May,Direct Customer,129.869894,GWh
2018,June,Residential (< 150),743.279558,GWh
2018,June,Residential (> 150),3263.965215,GWh
2018,June,Small  General,1863.630525,GWh
2018,June,Medium  General,2651.480513,GWh
2018,June,Large General,6426.190548,GWh
2018,June,Specific  Business,532.179464,GWh
2018,June,Government & Nonprofit,20.706574,GWh
2018,June,Agriculture Pumping,23.623288,GWh
2018,June,Temporary,115.320394,GWh
2018,June,Stand By Rate,7.901076,GWh
2018,June,Interruptible Rate,186.008018,GWh
2018,June,Free of Charge,266.949537,GWh
2018,June,Direct Customer,121.868401,GWh
2018,July,Residential (< 150),735.728791,GWh
2018,July,Residential (> 150),3259.336515,GWh
2018,July,Small  General,1847.35363,GWh
2018,July,Medium  General,2613.751467,GWh
2018,July,Large General,6421.959701,GWh
2018,July,Specific  Business,556.327404,GWh
2018,July,Government & Nonprofit,17.288849,GWh
2018,July,Agriculture Pumping,28.60126,GWh
2018,July,Temporary,115.348136,GWh
2018,July,Stand By Rate,12.26001,GWh
2018,July,Interruptible Rate,142.722836,GWh
2018,July,Free of Charge,267.587781,GWh
2018,July,Direct Customer,115.763516,GWh
2018,August,Residential (< 150),691.543296,GWh
2018,August,Residential (> 150),3203.753308,GWh
2018,August,Small  General,1820.686989,GWh
2018,August,Medium  General,2665.939622,GWh
2018,August,Large General,6565.121194,GWh
2018,August,Specific  Business,550.140368,GWh
